,assists,boosts,damageDealt,DBNOs,headshotKills,heals,killPlace,killPoints,kills,killStreaks,longestKill,matchDuration,matchType,maxPlace,revives,rideDistance,roadKills,swimDistance,teamKills,vehicleDestroys,walkDistance,weaponsAcquired,winPoints,winPlacePerc
1480349,0,1,0.0,0,0,1,48,0,0,0,0.0,1818,squad-fpp,29,0,7359.0,0,0.0,0,0,2187.0,2,0,0.8214
1555129,0,2,544.2,4,1,4,3,0,5,3,13.5,1859,squad-fpp,26,0,0.0,0,0.0,0,0,336.3,5,0,0.44
983275,0,0,0.0,0,0,0,91,0,0,0,0.0,1945,squad-fpp,26,0,0.0,0,0.0,0,0,61.69,3,0,0.0
2596554,0,0,185.7,1,0,0,17,1347,1,1,13.87,1847,squad-fpp,23,1,4831.0,0,0.0,0,0,3488.0,7,1484,0.9545
1749099,0,0,78.17,1,0,1,53,0,0,0,0.0,1869,squad-fpp,28,0,7488.0,0,0.0,0,0,1524.0,6,0,0.5556
4314871,0,0,0.0,0,0,1,70,0,0,0,0.0,1322,squad-fpp,28,0,0.0,0,0.0,0,0,120.4,2,0,0.2963
1332482,0,0,53.07,1,0,0,41,0,1,1,5.343,2218,squad,27,0,0.0,0,0.0,0,0,456.0,2,0,0.1923
2819177,1,2,157.2,1,0,1,45,0,0,0,0.0,1275,duo-fpp,49,0,899.6,0,0.0,0,0,2087.0,5,0,0.8958
1282305,0,3,303.2,1,1,0,6,1464,4,2,15.38,1456,duo,49,0,0.0,0,0.0,0,0,505.1,1,1482,0.4375
1543657,1,4,352.3,0,1,2,9,0,3,1,53.61,1940,solo-fpp,96,0,1169.0,0,0.0,0,0,1916.0,4,0,0.7474
2101401,0,0,0.0,0,0,0,82,0,0,0,0.0,1383,squad-fpp,29,0,0.0,0,0.0,0,0,110.6,1,0,0.1071
664391,1,0,0.0,0,0,0,98,0,0,0,0.0,1835,squad-fpp,29,0,0.0,0,0.0,0,0,38.53,0,0,0.0
3240402,1,0,0.0,0,0,0,70,0,0,0,0.0,1270,squad-fpp,28,0,0.0,0,0.0,0,0,649.1,4,0,0.3704
1699145,0,0,0.0,0,0,0,68,0,0,0,0.0,1456,duo-fpp,47,0,0.0,0,0.0,0,0,19.09,2,0,0.413
538938,0,4,0.0,0,0,0,40,0,0,0,0.0,1802,squad-fpp,30,0,4861.0,0,0.0,0,0,2048.0,4,0,0.7931
3096133,0,0,0.0,0,0,0,98,0,0,0,0.0,1399,duo-fpp,49,0,0.0,0,0.0,0,0,26.08,1,0,0.0
786418,0,0,24.0,0,0,0,76,1182,0,0,0.0,1901,duo-fpp,45,0,0.0,0,0.0,0,0,150.0,2,1510,0.1364
2447082,0,0,0.0,0,0,0,86,1251,0,0,0.0,1355,duo,49,0,0.0,0,0.0,0,0,106.8,2,1479,0.0833
3185006,0,0,0.0,0,0,0,78,0,0,0,0.0,1952,flaretpp,25,0,0.0,0,0.0,0,0,55.57,1,0,0.0833
3651764,1,0,318.2,1,0,0,20,1281,2,1,19.7,1439,squad,28,0,0.0,0,0.0,0,0,27.14,2,1472,0.0741
4175485,0,5,447.6,0,2,7,1,0,6,1,74.77,1328,solo,95,0,1425.0,0,0.0,0,0,2766.0,5,0,0.9681
4253748,0,0,0.0,0,0,0,57,0,0,0,0.0,1315,squad-fpp,27,0,0.0,0,0.0,0,0,1215.0,8,0,0.5769
799521,0,0,100.0,1,1,0,33,1244,1,1,5.716,1245,squad,29,0,0.0,0,0.0,0,0,154.4,2,1513,0.25
4023480,0,3,84.09,0,0,1,36,0,1,1,13.14,1411,solo-fpp,98,0,598.7,0,0.0,0,0,562.9,6,0,0.6082
2852642,0,0,161.7,1,1,0,37,0,1,1,34.31,1392,squad-fpp,26,0,0.0,0,0.0,0,0,178.9,1,0,0.24
1152869,0,1,172.6,2,0,3,18,1231,2,1,37.19,1448,squad,28,0,0.0,0,0.0,0,0,1306.0,5,1451,0.5556
2757578,0,2,310.0,2,1,3,30,0,1,1,26.03,1980,squad-fpp,30,0,3381.0,0,0.0,0,0,1939.0,9,0,0.6552
2195621,1,1,146.4,1,0,0,61,1125,0,0,0.0,1400,duo-fpp,49,0,0.0,0,0.0,0,0,1373.0,5,1516,0.6458
3220982,0,0,189.6,3,1,0,13,0,3,2,65.69,1876,squad-fpp,29,1,0.0,0,0.0,0,0,2995.0,6,0,0.5
299351,0,2,93.09,0,1,2,28,1087,1,1,28.26,1258,duo-fpp,48,0,0.0,0,0.0,0,0,2715.0,4,1501,0.7872
3190086,0,2,80.34,0,0,0,74,1577,0,0,0.0,1337,squad-fpp,30,0,0.0,0,0.0,0,0,69.72,1,1629,0.2414
3302640,0,2,210.7,1,1,1,35,0,1,1,10.76,1348,squad-fpp,30,0,614.0,0,8.26,0,0,1678.0,5,0,0.5862
4428298,0,0,0.0,0,0,0,86,0,0,0,0.0,1342,duo-fpp,49,1,0.0,0,0.0,0,0,38.3,1,0,0.1042
2960333,0,2,179.4,2,1,2,23,0,1,1,6.184,1929,squad,29,0,209.9,0,0.0,0,0,2331.0,3,0,0.9286
2248557,1,2,266.1,0,0,0,28,0,1,1,76.8,1908,squad-fpp,28,0,0.003,0,139.2,0,0,4415.0,3,0,0.6667
2574298,0,0,100.0,1,0,0,93,1000,0,0,0.0,1899,duo,49,0,0.0,0,0.0,0,0,113.5,1,1500,0.0
151543,0,0,69.31,0,0,0,76,1075,0,0,0.0,1888,duo-fpp,46,0,0.0,0,0.0,0,0,299.4,3,1467,0.1556
4335654,0,0,0.0,0,0,0,73,0,0,0,0.0,1268,squad-fpp,29,0,0.0,0,0.0,0,0,131.4,2,0,0.2143
1925373,0,0,39.0,0,0,0,76,0,0,0,0.0,1403,squad,28,0,0.0,0,0.0,0,0,420.0,2,0,0.1852
4141499,0,0,45.88,0,0,0,67,0,0,0,0.0,1354,squad-fpp,26,0,0.0,0,0.0,0,0,19.95,2,0,0.24
1179022,0,1,136.3,1,0,0,64,1055,0,0,0.0,1864,squad,29,0,0.0,0,0.0,0,0,1636.0,4,1450,0.3929
580015,0,1,89.68,0,0,0,65,0,0,0,0.0,2093,squad-fpp,29,0,581.4,0,0.0,0,0,1064.0,5,0,0.3929
4132905,0,4,55.86,0,0,0,47,0,0,0,0.0,1842,solo-fpp,94,0,0.0,0,0.0,0,0,2871.0,4,0,0.7419
873775,0,0,154.2,1,0,0,37,0,1,1,3.936,1501,squad-fpp,28,1,0.0,0,0.0,0,0,35.79,1,0,0.1481
2867859,0,0,0.0,0,0,0,84,0,0,0,0.0,1849,squad,28,0,0.0,0,0.0,0,0,348.5,0,0,0.0741
3490372,0,0,0.0,0,0,0,86,1203,0,0,0.0,1719,solo-fpp,96,0,0.0,0,0.0,0,0,53.18,0,1429,0.0947
2409415,1,0,72.73,0,0,0,74,0,0,0,0.0,1390,solo-fpp,93,0,0.0,0,0.0,0,0,92.84,2,0,0.2065
139467,0,0,0.0,0,0,0,74,0,0,0,0.0,1945,solo-fpp,96,0,0.0,0,0.0,0,0,220.0,4,0,0.2632
3798561,1,0,42.3,0,0,0,55,1043,0,0,0.0,1420,solo-fpp,98,0,0.0,0,88.99,0,0,1381.0,3,1504,0.6907
1760565,0,0,44.72,0,0,0,79,1295,0,0,0.0,1870,squad-fpp,26,0,0.0,0,0.0,0,0,52.05,2,1469,0.04
3899371,0,1,34.17,0,0,1,29,0,1,1,39.41,1432,solo-fpp,90,0,0.0,0,0.0,0,0,996.0,6,0,0.6966
3562494,2,0,215.6,1,0,3,75,1118,0,0,0.0,1396,squad,26,1,0.0,0,0.0,0,0,529.3,4,1469,0.2
221563,0,0,162.3,1,0,0,37,0,1,1,3.734,1324,squad-fpp,27,0,0.0,0,0.0,0,0,24.09,2,0,0.3846
3349564,0,0,116.6,1,0,0,35,0,1,1,16.07,1347,duo-fpp,45,1,0.0,0,0.0,0,0,183.2,3,0,0.2045
564499,1,6,1437.0,8,0,2,1,2036,12,3,115.6,1481,squad,28,2,0.0,0,0.0,0,0,4285.0,3,1786,1.0
470494,0,0,34.3,0,0,0,93,0,0,0,0.0,1815,squad-fpp,26,0,0.0,0,0.0,0,0,106.6,2,0,0.0
2811233,0,0,0.0,0,0,0,67,0,0,0,0.0,1783,solo,94,0,0.0,0,0.0,0,0,810.9,9,0,0.3333
1921687,0,0,0.0,0,0,0,77,1210,0,0,0.0,1372,solo-fpp,96,0,0.0,0,0.0,0,0,63.15,3,1608,0.2526
1200909,0,0,132.4,0,0,0,75,1599,0,0,0.0,1777,solo-fpp,93,0,0.0,0,0.0,0,0,142.0,3,1535,0.2283
4209048,1,3,378.8,4,0,1,2,0,5,2,88.86,1331,squad-fpp,28,0,0.0,0,0.0,0,0,2326.0,6,0,1.0
2210429,0,0,0.0,0,1,0,43,0,1,1,0.8004,1448,duo-fpp,47,0,0.0,0,0.0,0,0,70.85,1,0,0.0435
643478,0,2,80.66,0,1,4,29,1476,1,1,5.504,1832,duo-fpp,49,1,3192.0,0,0.0,0,0,914.5,4,1481,0.5833
3560434,0,0,0.0,0,0,0,54,0,0,0,0.0,1303,squad-fpp,27,1,0.0,0,0.0,0,0,1265.0,8,0,0.6154
670827,0,0,200.0,1,0,0,29,0,1,1,26.44,1853,duo-fpp,47,0,1508.0,0,0.0,0,0,3252.0,4,0,0.8478
2057345,0,0,0.0,0,0,0,66,0,0,0,0.0,1837,squad,28,0,0.0,0,0.0,0,0,256.0,3,0,0.5185
3884721,0,0,100.0,1,0,0,38,0,1,1,16.48,1822,duo-fpp,46,0,0.0,0,0.0,0,0,45.89,3,0,0.0889
3198036,0,1,88.28,1,0,1,40,1000,0,0,0.0,1828,duo,46,0,0.0,0,0.0,0,0,731.3,3,1500,0.7111
771151,0,0,68.11,0,0,0,74,1000,0,0,0.0,1436,solo-fpp,98,0,0.0,0,0.0,0,0,214.9,3,1500,0.3299
864443,0,0,0.0,0,0,0,64,1000,0,0,0.0,1365,squad,26,0,0.0,0,0.0,0,0,224.1,5,1500,0.24
2980712,0,0,84.0,0,0,0,37,1453,1,1,142.8,1397,solo-fpp,97,0,0.0,0,0.0,0,0,524.6,4,1587,0.5208
3936105,0,0,0.0,0,0,0,62,0,0,0,0.0,1446,squad,28,0,0.0,0,0.0,0,0,398.6,5,0,0.3333
2817547,1,0,6.48,0,0,0,91,0,0,0,0.0,1890,squad,28,0,0.0,0,0.0,0,0,4.839,0,0,0.0
2731224,0,0,0.0,0,0,0,92,0,0,0,0.0,1803,squad-fpp,29,0,0.0,0,0.0,0,0,42.31,2,0,0.0357
4176715,0,0,100.0,0,0,0,37,1259,1,1,9.311,1366,squad-fpp,27,0,0.0,0,0.0,0,0,139.8,2,1448,0.1923
596464,0,4,124.6,0,0,0,27,0,1,1,24.41,1922,solo-fpp,97,0,4634.0,0,0.0,0,0,2087.0,6,0,0.7917
3279270,0,0,0.0,0,0,0,55,0,0,0,0.0,1369,solo-fpp,96,0,0.0,0,0.0,0,0,912.3,4,0,0.6632
3296104,0,0,100.0,1,0,0,38,1464,1,1,4.203,1415,duo-fpp,48,0,0.0,0,0.0,0,0,70.64,1,1441,0.1915
1821737,0,3,242.4,2,1,2,7,0,3,1,121.2,1787,squad-fpp,28,0,2740.0,0,0.0,0,0,1630.0,11,0,0.6296
3786747,1,6,124.5,1,0,17,33,1277,1,1,5.078,1877,duo-fpp,48,0,5350.0,0,0.0,0,0,2320.0,2,1551,0.7021
704117,0,0,47.3,0,0,0,93,0,0,0,0.0,1450,duo-fpp,47,0,0.0,0,0.0,0,0,15.5,1,0,0.0217
4326630,0,1,55.7,0,0,5,39,0,0,0,0.0,1640,squad-fpp,30,1,0.0,0,0.0,0,0,3207.0,6,0,0.931
3262157,0,3,178.6,0,0,2,14,0,2,1,24.76,1372,solo-fpp,92,0,0.0,0,0.0,0,0,1989.0,8,0,0.8132
1219098,0,0,195.9,0,0,0,35,1314,1,1,41.62,1945,duo-fpp,47,0,0.0,0,0.0,0,0,792.9,4,1467,0.3913
3075512,0,0,133.3,1,0,0,78,0,0,0,0.0,1311,squad,26,1,0.0,0,0.0,0,0,192.3,2,0,0.16
190640,1,3,260.2,1,1,3,14,0,2,1,71.95,1383,duo,47,0,0.0,0,0.0,0,0,2784.0,4,0,1.0
2759501,0,0,0.0,0,0,0,87,0,0,0,0.0,1817,duo-fpp,48,0,0.0,0,0.0,0,0,21.9,1,0,0.1277
1480901,0,0,122.0,0,0,1,51,0,0,0,0.0,1437,squad-fpp,28,1,0.0,0,0.0,0,0,2623.0,2,0,0.963
2131103,0,0,0.0,0,0,0,92,0,0,0,0.0,1442,duo-fpp,48,0,0.0,0,0.0,0,0,0.0,0,0,0.0
96289,0,1,26.09,0,0,6,54,1266,0,0,0.0,1888,squad-fpp,27,0,6358.0,0,0.0,0,0,2328.0,5,1557,0.6154
2482955,0,1,114.7,2,0,3,21,0,2,2,23.96,1348,squad,29,0,0.0,0,0.0,0,0,376.1,2,0,0.1786
2178730,0,0,30.96,0,0,0,76,0,0,0,0.0,1340,duo,47,0,0.0,0,0.0,0,0,30.51,1,0,0.2174
1297195,0,6,521.0,1,0,2,5,0,3,1,19.86,1364,duo,48,1,880.3,0,0.0,0,0,3071.0,6,0,0.9362
867725,0,0,0.0,0,0,0,77,0,0,0,0.0,1388,solo,95,0,0.0,0,0.0,0,0,96.26,1,0,0.1915
1348243,0,0,0.0,1,0,2,71,0,0,0,0.0,1870,squad-fpp,26,0,0.0,0,0.0,0,0,812.1,4,0,0.32
3736156,0,0,121.3,0,0,0,51,1282,0,0,0.0,1868,duo-fpp,48,0,4471.0,0,0.0,0,0,2248.0,6,1521,0.6383
671363,3,4,608.7,5,3,2,2,1290,6,2,220.6,1758,squad,29,0,0.0,0,0.0,0,0,2394.0,7,1473,0.9643
4397708,0,0,21.15,0,0,0,65,0,0,0,0.0,1874,duo-fpp,50,0,2942.0,0,0.0,0,0,1118.0,5,0,0.5306
2209103,0,1,50.5,1,0,1,31,1325,1,1,142.7,1234,squad-fpp,29,0,0.0,0,0.0,0,0,1587.0,8,1539,0.75
1219845,0,1,0.0,0,0,1,77,0,0,0,0.0,1429,squad-fpp,28,0,0.0,0,0.0,0,0,99.99,2,0,0.2222
3690260,1,8,580.9,3,0,5,9,1576,4,2,28.53,1831,squad-fpp,30,0,0.0,0,0.0,0,0,5106.0,7,1537,0.8966
1090209,0,0,0.0,0,0,0,57,0,0,0,0.0,1986,solo,97,0,596.5,0,0.0,0,0,476.0,3,0,0.5417
1539746,1,1,283.7,0,0,7,37,1078,0,0,0.0,1405,duo-fpp,47,0,0.0,0,0.0,0,0,2155.0,4,1507,0.8913
2165404,1,0,197.9,1,0,1,58,0,0,0,0.0,1840,duo,50,0,3239.0,0,0.0,0,0,1437.0,2,0,0.5306
4252338,0,2,0.0,0,0,0,61,0,0,0,0.0,1981,squad,31,0,2872.0,0,0.0,0,0,1641.0,4,0,0.4
797777,1,0,267.0,0,2,0,29,0,4,4,52.0,595,normal-squad-fpp,5,0,0.0,0,0.0,0,0,0.0,8,0,0.5
2173086,0,0,0.0,0,0,0,84,0,0,0,0.0,1866,duo-fpp,48,0,0.0,0,0.0,0,0,57.4,2,0,0.0425
558544,0,0,52.87,0,0,0,76,0,0,0,0.0,1886,duo-fpp,46,0,0.0,0,0.0,0,0,116.6,2,0,0.1333
3373123,0,0,137.5,0,1,0,18,1315,2,1,25.53,1349,solo-fpp,97,0,0.0,0,0.0,0,0,662.5,4,1432,0.5417
2116183,0,3,64.0,1,0,4,26,0,1,1,15.1,1383,squad,29,0,0.0,0,0.0,0,0,2165.0,3,0,0.7857
3485804,0,0,0.0,0,0,0,92,1224,0,0,0.0,1889,squad-fpp,30,0,0.0,0,0.0,0,0,42.64,1,1475,0.069
2378107,0,0,0.0,0,0,0,81,1410,0,0,0.0,1862,squad-fpp,31,0,0.0,0,0.0,0,0,100.9,0,1490,0.1
3211783,0,0,0.0,0,0,0,54,1129,0,0,0.0,1881,squad-fpp,29,0,2645.0,0,0.0,0,0,2847.0,5,1474,0.6071
3701706,0,2,343.5,2,1,2,11,1340,3,2,104.5,1333,duo-fpp,47,0,0.0,0,0.0,0,0,2941.0,2,1536,0.8478
1525611,0,0,0.0,0,0,0,48,0,0,0,0.0,1376,squad-fpp,29,0,0.0,0,0.0,0,0,38.7,0,0,0.8214
3118006,0,0,153.2,0,1,0,34,0,1,1,1.044,1290,duo-fpp,46,0,0.0,0,0.0,0,0,385.6,2,0,0.3333
2401630,1,2,175.2,1,0,3,17,0,2,1,44.24,1296,squad-fpp,27,2,0.0,0,0.0,0,0,623.8,3,0,0.4615
3236985,0,0,0.0,0,0,0,92,1000,0,0,0.0,1420,duo-fpp,50,0,0.0,0,0.0,0,0,4.741,1,1500,0.0408
2287171,0,0,47.97,0,0,0,60,0,0,0,0.0,1828,squad-fpp,30,0,1672.0,0,0.0,0,0,1407.0,2,0,0.3448
913483,0,2,140.0,1,0,0,32,0,1,1,42.26,1843,duo-fpp,49,0,0.0,0,0.0,0,0,73.02,1,0,0.3333
1222947,0,0,124.7,1,0,0,57,1182,0,0,0.0,1372,squad-fpp,29,0,0.0,0,0.0,0,0,2022.0,5,1540,0.75
3533439,0,0,0.0,0,0,7,61,0,0,0,0.0,1366,squad,29,0,0.0,0,0.0,0,0,430.4,3,0,0.4643
4150509,0,0,13.23,0,0,0,78,1397,0,0,0.0,1890,squad-fpp,32,0,0.0,0,0.0,0,0,486.6,3,1418,0.3226
1294529,0,0,154.2,0,0,0,36,1258,1,1,16.07,1959,solo,90,0,0.0,0,0.0,0,0,107.7,2,1467,0.1348
2097636,1,7,341.5,1,2,10,10,1634,3,2,80.87,1980,squad-fpp,30,1,2053.0,0,0.0,0,0,3857.0,7,1661,0.9655
4328469,0,0,0.0,0,0,0,93,0,0,0,0.0,1871,duo-fpp,48,0,0.0,0,0.0,0,0,10.66,0,0,0.0
914358,1,1,322.9,3,1,4,14,0,2,2,28.88,1390,squad-fpp,26,0,735.5,0,0.0,0,0,2384.0,7,0,0.8
3854837,0,1,275.7,1,1,4,19,1375,2,1,47.5,1813,duo-fpp,50,0,0.0,0,0.0,0,0,1753.0,6,1536,0.6327
2642442,0,0,172.0,0,0,0,40,0,1,1,6.532,1339,squad-fpp,28,0,0.0,0,0.0,0,0,92.07,2,0,0.1111
2380055,1,2,99.2,1,1,5,27,1370,1,1,5.982,1459,squad-fpp,28,1,0.0,0,0.0,0,0,2642.0,5,1407,0.7778
1597651,0,0,0.0,0,0,0,68,0,0,0,0.0,1908,duo,49,0,0.0,0,0.0,0,0,456.0,1,0,0.3542
1585838,0,0,23.99,2,1,0,20,0,2,2,32.61,1279,squad-fpp,31,0,140.3,0,0.0,0,0,689.1,2,0,0.4333
3843902,0,0,100.0,1,0,0,47,0,1,1,2.036,1839,squad,28,0,0.0,0,0.0,0,0,55.34,1,0,0.0
3959355,0,7,268.4,3,0,9,4,0,4,2,105.1,1444,squad,27,1,0.0,0,19.74,0,0,3005.0,4,0,0.6154
860501,0,0,100.0,0,0,0,31,1614,1,1,8.035,1404,duo-fpp,48,0,0.0,0,0.0,0,0,64.89,3,1583,0.1277
1005198,0,0,0.0,0,0,0,69,1289,0,0,0.0,1529,squad-fpp,29,0,0.0,0,0.0,0,0,321.7,6,1499,0.3929
932665,0,4,764.5,8,1,3,2,0,7,1,107.3,1443,squad,28,1,0.0,0,0.0,0,0,2221.0,12,0,0.7037
2309901,0,0,0.0,0,0,0,81,1181,0,0,0.0,1783,squad-fpp,29,0,0.0,0,0.0,0,0,0.0,0,1433,0.0
2821537,1,4,201.1,0,0,4,54,0,0,0,0.0,1340,squad-fpp,26,1,0.0,0,6.916,0,0,2773.0,4,0,0.76
436002,0,1,100.0,1,0,0,42,0,1,1,84.04,1408,squad-fpp,26,0,0.0,0,0.0,0,0,649.5,2,0,0.32
3437258,0,4,127.3,1,1,7,14,0,2,1,61.72,1410,squad-fpp,31,0,0.0,0,0.0,0,0,3195.0,5,0,0.9667
2008141,1,0,195.6,2,0,1,20,1366,2,2,52.24,2003,squad-fpp,29,0,0.0,0,0.0,0,0,1366.0,7,1490,0.4286
3309874,0,0,0.0,0,0,0,85,0,0,0,0.0,1729,squad-fpp,27,0,0.0,0,0.0,0,0,86.6,1,0,0.0
3849681,1,8,615.7,5,3,9,2,0,7,2,126.3,1441,squad-fpp,29,2,0.0,0,0.0,0,0,3336.0,6,0,1.0
4418589,0,1,29.87,0,0,5,78,0,0,0,0.0,1864,squad-fpp,30,1,1162.0,0,0.0,0,0,420.8,4,0,0.3103
19198,0,3,53.6,0,0,2,32,0,1,1,5.449,1841,duo-fpp,44,0,5605.0,0,0.0,0,0,1031.0,5,0,0.5116
2231946,0,0,0.0,0,0,0,48,1043,0,0,0.0,1301,squad-fpp,31,0,221.3,0,6.51,0,0,730.8,2,1500,0.9
431957,0,0,0.0,0,0,0,68,0,0,0,0.0,1850,squad-fpp,28,0,0.0,0,0.0,1,0,1046.0,2,0,0.2593
3778369,0,0,0.0,0,0,0,82,0,0,0,0.0,1892,duo-fpp,48,0,0.0,0,0.0,0,0,76.85,0,0,0.1489
1446811,0,1,842.2,4,1,1,2,0,6,2,74.71,1830,duo-fpp,48,0,3034.0,0,0.0,0,0,4549.0,5,0,1.0
667411,0,0,0.0,0,0,0,48,0,0,0,0.0,1292,squad-fpp,31,0,0.0,0,0.0,0,0,1591.0,9,0,0.8333
1306007,0,0,0.0,0,0,0,37,1279,0,0,0.0,1770,duo-fpp,49,0,0.0,0,0.0,0,0,1067.0,6,1557,0.9792
860868,0,5,287.6,0,0,2,47,0,0,0,0.0,1885,squad-fpp,29,0,4735.0,0,11.54,0,0,2734.0,4,0,0.8571
973669,0,0,369.1,3,2,1,9,0,4,3,118.1,1792,squad,26,0,0.0,0,0.0,0,0,850.9,5,0,0.4
1968817,1,0,0.0,0,0,0,51,0,0,0,0.0,1882,squad-fpp,22,0,4746.0,0,0.0,0,0,1967.0,9,0,0.4286
4184707,0,0,0.0,0,0,0,79,1379,0,0,0.0,1337,squad-fpp,31,0,0.0,0,0.0,0,0,15.86,1,1520,0.1
3506861,0,0,575.7,0,1,1,5,1000,3,1,100.6,1786,normal-solo-fpp,5,0,0.0,0,0.0,1,0,458.0,13,1500,0.0
242314,0,2,0.0,0,0,0,38,0,0,0,0.0,1992,squad-fpp,28,0,0.0,0,0.0,0,0,499.5,2,0,0.9259
150092,0,6,90.58,1,0,3,41,0,0,0,0.0,1474,squad-fpp,27,0,1172.0,0,7.653,0,0,2990.0,4,0,0.9231
596962,0,0,34.7,0,0,0,67,0,0,0,0.0,1971,duo,50,0,1344.0,0,0.0,0,0,496.1,4,0,0.449
3850817,0,4,545.1,3,0,7,2,1066,5,2,367.1,1882,squad-fpp,26,0,4503.0,1,0.0,0,0,2469.0,5,1481,0.68
155550,1,2,92.02,0,0,1,58,1202,0,0,0.0,1456,squad,27,1,528.7,0,0.0,0,0,1213.0,6,1439,0.6154
389414,2,4,360.5,3,1,8,4,0,4,1,72.34,1810,squad-fpp,27,2,388.8,0,115.2,0,0,4121.0,5,0,0.8077
3328584,0,0,0.0,0,0,0,88,0,0,0,0.0,1916,duo,47,0,0.0,0,0.0,0,0,9.82,1,0,0.0217
250884,0,0,0.0,0,0,0,78,1000,0,0,0.0,1348,duo-fpp,48,0,0.0,0,0.0,0,0,93.57,3,1500,0.1915
1444720,0,4,236.7,3,1,6,9,0,3,1,179.9,1957,squad-fpp,28,1,3656.0,0,0.0,0,0,1875.0,3,0,0.7778
4276282,0,5,173.8,1,1,1,28,1492,1,1,38.8,1338,squad-fpp,30,0,0.0,0,0.0,0,0,1747.0,5,1427,0.7241
39620,1,0,128.9,1,0,0,38,0,1,1,23.15,1400,squad,30,0,0.0,0,0.0,0,0,187.3,3,0,0.1034
2853441,0,0,0.0,0,0,0,56,1305,0,0,0.0,1440,duo-fpp,48,0,0.0,0,0.0,0,0,341.5,3,1392,0.617
4267479,0,1,0.0,0,0,1,57,1168,0,0,0.0,1988,squad-fpp,29,0,742.0,0,0.0,0,0,3034.0,6,1470,0.6071
3615676,0,0,100.0,1,0,0,40,1121,1,1,13.55,1391,duo-fpp,49,0,0.0,0,0.0,0,0,42.86,1,1457,0.1875
3933163,0,0,0.0,0,0,0,65,0,0,0,0.0,1798,squad-fpp,27,0,1815.0,0,29.51,1,0,1826.0,8,0,0.3846
2655217,0,0,114.4,1,0,0,18,0,2,2,16.38,1400,duo-fpp,46,1,0.0,0,0.0,0,0,88.39,2,0,0.1111
2390892,0,0,85.03,0,0,5,71,0,0,0,0.0,1791,squad-fpp,31,0,0.0,0,0.0,0,0,299.4,1,0,0.3667
2173371,0,2,54.39,0,0,1,47,0,0,0,0.0,1443,duo-fpp,45,0,0.0,0,0.0,0,0,1190.0,2,0,0.7273
1524577,1,2,129.5,0,0,1,60,1435,0,0,0.0,1416,squad-fpp,30,0,549.2,0,0.0,0,0,999.4,5,1566,0.5517
1253927,0,0,0.0,0,0,2,49,0,0,0,0.0,1424,squad-fpp,28,0,0.0,0,0.0,0,0,3053.0,3,0,0.8148
1950146,0,2,100.0,1,0,4,36,1368,1,1,24.58,1882,squad-fpp,27,0,0.0,0,0.0,0,0,517.5,3,1521,0.0769
2213969,0,0,100.0,1,0,0,73,0,0,0,0.0,1841,squad,28,0,413.7,0,0.0,0,0,455.2,3,0,0.1481
3932862,0,0,160.2,1,0,0,51,1325,1,1,10.54,1447,duo-fpp,50,0,0.0,0,0.0,0,0,57.26,1,1434,0.0408
3297034,0,0,121.8,1,0,0,30,0,1,1,14.2,1872,duo,50,0,2742.0,0,0.0,0,0,1073.0,7,0,0.4898
3861722,0,0,54.65,0,0,0,62,1245,0,0,0.0,1325,squad-fpp,26,0,0.0,0,0.0,0,0,535.2,5,1546,0.48
1399430,0,2,119.2,0,1,1,22,1334,1,1,14.42,1884,duo,48,0,4488.0,0,0.0,0,0,2297.0,3,1475,0.9787
4129333,0,0,249.1,0,0,0,16,0,0,0,0.0,1808,solo,20,0,0.0,0,0.0,0,0,0.0,1,0,0.0
2046468,0,0,0.0,0,0,0,89,1426,0,0,0.0,1810,squad-fpp,29,0,0.0,0,0.0,0,0,27.78,1,1487,0.0
1276467,1,2,206.9,1,0,24,53,0,0,0,0.0,1869,squad-fpp,27,2,5271.0,0,0.0,0,0,1366.0,6,0,0.6923
897251,2,1,660.7,4,2,0,1,0,7,2,28.95,1244,squad-fpp,29,2,0.0,0,0.0,0,0,2491.0,4,0,1.0
1568402,0,0,0.0,0,0,0,85,1047,0,0,0.0,1824,squad-fpp,28,0,0.0,0,0.0,0,0,15.03,0,1486,0.037
3863758,0,1,100.0,1,0,2,36,1104,1,1,4.364,1883,squad-fpp,27,0,0.0,0,0.0,0,0,92.51,3,1494,0.0385
1316704,0,0,0.0,0,0,0,68,0,0,0,0.0,1505,squad,28,0,0.0,0,0.0,0,0,500.8,3,0,0.2593
304666,0,0,0.0,0,0,0,89,1208,0,0,0.0,1758,squad-fpp,31,0,0.0,0,0.0,0,0,17.94,0,1428,0.0333
234252,0,0,0.0,0,0,0,72,0,0,0,0.0,2194,duo,46,0,0.0,0,0.0,0,0,476.1,2,0,0.2
3989994,0,0,164.8,2,0,0,56,0,0,0,0.0,1317,squad-fpp,27,0,0.0,0,0.0,0,0,1437.0,3,0,0.6154
1942418,0,0,126.5,1,0,1,26,1229,1,1,0.0,1392,squad-fpp,29,0,0.0,0,0.0,0,0,2197.0,5,1518,0.8214
1028859,2,1,167.8,0,0,1,57,0,0,0,0.0,1270,squad-fpp,28,0,0.0,0,0.0,0,0,2308.0,6,0,0.7037
2361621,1,3,34.77,0,0,0,39,1613,0,0,0.0,2089,squad-fpp,28,0,172.7,0,0.0,0,0,4138.0,6,1508,0.963
